,id,name,username,created_at,protected,verified,url,profile_image_url,location,description,followers_count,following_count,tweet_count,listed_count,account_type,has_profile_image
0,84545542,Candice Debleu,candicedebleu,2009-10-23T09:15:38.000Z,False,False,,https://pbs.twimg.com/profile_images/2340834171/fss6lfrff5nqkgsp1cm9_normal.jpeg,"London, UK","Left the cold white north of Toronto, Canada for the grey rain of London, UK. Working in Healthcare Comms at Ruder Finn. These views are my own.",230,449,1552,6,1,True
1,228818957,Lee,Lee_c_za,2010-12-20T19:24:43.000Z,False,False,http://t.co/xPrMK4MJQa,https://pbs.twimg.com/profile_images/1307619841428332545/eqcRVSFX_normal.jpg,Norway,,7,6,93,0,1,True
2,89974800,#NAME?,brudebianchi,2009-11-14T17:01:42.000Z,False,False,,https://pbs.twimg.com/profile_images/820490196/PICT0117_normal.JPG,Maua sp,Uma menina com cara de gsarota e atitudes de mulher; D,35,0,464,0,1,True
3,883951634,sopitchaya jangjil,sopitchayajangj,2012-10-16T07:44:52.000Z,False,False,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,1,0,24,0,1,False
4,156229652,Jon Moses,jonmosesvocals,2010-06-16T10:39:44.000Z,False,True,https://t.co/dlVlwFWh1c,https://pbs.twimg.com/profile_images/1578861334447398923/5JIdIcCF_normal.jpg,"York, England",👨‍👩‍👧‍👧#dad 🎧| Recording Artist #musicaltheatre #musicals 🎭| Actor/Presenter 📩| Collab’s & enquiries: monjoses@yahoo.co.uk,195239,24122,24206,637,1,True
5,185581589,vinay jhanwar,bajrio,2010-09-01T10:06:56.000Z,False,False,,https://pbs.twimg.com/profile_images/583676645787041792/5gA8sYYx_normal.jpg,,,66,882,126,0,1,True
6,2203668501,Madelein Opperman,MadeleinOpperma,2013-12-01T20:43:50.000Z,False,False,,https://pbs.twimg.com/profile_images/378800000817209780/dcc9dfd88856d6db8a193cb5ae257a55_normal.jpeg,Rustenburg,,7,0,7,0,1,True
7,3305805847,Vesa Fine ❤ (33K),Vesafine,2015-08-04T06:25:41.000Z,False,False,https://t.co/ERCfJbtJFL,https://pbs.twimg.com/profile_images/1591148668555444225/nx-UyorJ_normal.jpg,Linktree for all my links,Follow me here @Vgonewild 🙂 RT x RT 📩,35333,2528,7138,86,1,True
8,90570778,Zach Boychuk,ZachBoychuk,2009-11-17T05:36:14.000Z,False,True,https://t.co/1dOJirEJYB,https://pbs.twimg.com/profile_images/1547804044541829121/3N9jRG8v_normal.jpg,,🏒Pro Hockey Player & Part time Meme/NFT Trader 🚀Ethereum Maxi 💎 🌌|  (not financial advice) 📈🚀#Bitcoin,833686,683353,9208,2007,1,True
9,217974814,vagne love,vagnelove9,2010-11-21T02:10:06.000Z,False,False,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,76,0,8,0,1,False
10,1683337250,UltrasBet,UltrasBet,2013-08-19T13:56:24.000Z,False,False,http://t.co/ByOQLh6YA1,https://pbs.twimg.com/profile_images/1488264249025646594/Lx6Q0jNZ_normal.jpg,United States,"SportsBook & Casino Reviews, NFL 🏈 NCAAF 🏈 NBA 🏀 NCAAB 🏀 NHL 🏒 MLB ⚾️ NASCAR 🏎️ Soccer ⚽️ UFC 🥋 Tennis 🎾 & BOX 🥊 Free Picks & Predictions",19418,1313,2912,75,1,True
